Project Geographic District ,Project School Name,Project Type ,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date
30,P.S. 69 - QUEENS,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,P.S. 69 - QUEENS,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,P.S. 69 - QUEENS,SCA CIP RESOA,Scope,Complete,10/30/2017,03/05/2018,11/17/2017
30,P.S. 69 - QUEENS,SCA CIP RESOA,Design,In-Progress,11/17/2017,05/16/2018,
30,P.S. 69 - QUEENS,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
30,P.S. 69 - QUEENS,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
30,P.S. 70 - QUEENS,DIIT - RESOA,Purch & Install,Complete,05/26/2017,01/15/2018,08/23/2017
30,P.S. 70 - QUEENS,DOE - Lead Paint,Construction,Complete,09/28/2016,DOEL,09/28/2016
30,P.S. 70 - QUEENS,DOE - Lead Paint,Construction,In-Progress,11/15/2017,DOEL,
30,P.S. 70 - QUEENS,DOE- RESOA,Construction,In-Progress,07/21/2017,DOER,
30,P.S. 76 - QUEENS,DOE- RESOA,Construction,PNS,PNS,PNS,PNS
30,P.S. 76 - QUEENS,DOE - Skilled Trades,Construction,In-Progress,09/08/2017,DOES,
30,P.S. 84 - QUEENS,SCA CIP,Scope,Complete,09/19/2017,01/23/2018,10/23/2017
30,P.S. 84 - QUEENS,SCA CIP,Design,In-Progress,10/23/2017,04/20/2018,
30,P.S. 84 - QUEENS,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,P.S. 84 - QUEENS,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,P.S. 84 - QUEENS,DOE - Lead Paint,Construction,In-Progress,11/15/2017,DOEL,
30,P.S. 85 - QUEENS,SCA CIP,Scope,Complete,09/15/2017,01/19/2018,10/25/2017
30,P.S. 85 - QUEENS,SCA CIP,Design,In-Progress,10/25/2017,04/24/2018,
30,P.S. 85 - QUEENS,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,P.S. 85 - QUEENS,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,P.S. 85 - QUEENS,SCA CIP,Scope,Complete,09/27/2013,06/20/2014,06/20/2014
30,P.S. 85 - QUEENS,SCA CIP,Design,Complete,06/20/2014,11/21/2014,09/29/2014
30,P.S. 85 - QUEENS,SCA CIP,Construction,Complete,07/13/2015,07/11/2016,06/21/2017
30,P.S. 85 - QUEENS,SCA CIP,"CM, F&E",Complete,07/13/2015,07/11/2016,06/21/2017
30,P.S. 85 - QUEENS,SCA IEH,Construction,Complete,11/03/2017,IEH,11/05/2017
30,P.S. 85 - QUEENS,DIIT - RESOA,Purch & Install,Complete,04/10/2017,07/03/2017,07/03/2017
30,P.S. 111 - QUEENS,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
30,P.S. 111 - QUEENS,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
30,P.S. 111 - QUEENS,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
30,P.S. 111 - QUEENS,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
30,P.S. 111 - QUEENS,Fast Track Projects,Construction,In-Progress,02/17/2017,FTK,
30,P.S. 111 - QUEENS,Fast Track Projects,Construction,Complete,12/20/2016,FTK,12/01/2017
30,P.S. 111 - QUEENS,DOE - Skilled Trades,Construction,In-Progress,12/16/2016,DOES,
30,P.S. 111 - QUEENS,DOE - Skilled Trades,Construction,In-Progress,11/14/2016,DOES,
30,P.S. 112 - QUEENS,SCA CIP,Scope,In-Progress,12/18/2017,05/04/2018,
30,P.S. 112 - QUEENS,SCA CIP,Design,PNS,PNS,PNS,PNS
30,P.S. 112 - QUEENS,SCA CIP,Construction,PNS,PNS,PNS,PNS
30,P.S. 112 - QUEENS,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
30,P.S. 112 - QUEENS,SCA CIP RESOA,Scope,Complete,12/01/2016,03/06/2017,03/08/2017
30,P.S. 112 - QUEENS,SCA CIP RESOA,Design,Complete,03/24/2017,08/08/2017,05/17/2017
30,P.S. 112 - QUEENS,SCA CIP RESOA,Construction,In-Progress,08/22/2017,05/18/2018,
30,P.S. 112 - QUEENS,SCA CIP RESOA,"CM, F&E",In-Progress,08/22/2017,05/18/2018,
17,HS FOR YOUTH & COMMUNITY DEV.,SCA Furniture & Equi,F&E,Complete,01/19/2017,F&E,07/31/2017
17,HS FOR YOUTH & COMMUNITY DEV.,DIIT - Project Conne,Purch & Install,In-Progress,06/24/2013,12/31/2013,
17,SCIENCE TECH & RESEARCH - K,DIIT - Project Conne,Purch & Install,In-Progress,06/24/2013,12/31/2013,
17,I.S. 382 - BROOKLYN,DIIT - RESOA,Purch & Install,Complete,05/08/2017,01/15/2018,07/11/2017
17,I.S. 382 - BROOKLYN,DOE- RESOA,Construction,PNS,PNS,PNS,PNS
17,I.S. 382 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,03/01/2017,DOES,
17,ERASMUS YOUNG ADULT BORO CENTE,DOE - Skilled Trades,Construction,In-Progress,08/30/2017,DOES,
17,H.S. 745 - BROOKLYN,SCA CIP,Scope,Complete,10/03/2017,02/06/2018,10/30/2017
17,H.S. 745 - BROOKLYN,SCA CIP,Design,In-Progress,10/30/2017,04/27/2018,
17,H.S. 745 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
17,H.S. 745 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
17,MEDGAR EVERS COLLEGE PREPARATO,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
17,MEDGAR EVERS COLLEGE PREPARATO,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
17,MEDGAR EVERS COLLEGE PREPARATO,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
17,MEDGAR EVERS COLLEGE PREPARATO,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
17,MEDGAR EVERS COLLEGE PREP,SCA Furniture & Equi,F&E,Complete,02/15/2017,F&E,10/27/2017
17,CLARA BARTON HS - K,SCA CIP,Scope,Complete,04/14/2015,08/27/2015,08/07/2015
17,CLARA BARTON HS - K,SCA CIP,Design,Complete,11/10/2015,04/14/2016,03/16/2016
17,CLARA BARTON HS - K,SCA CIP,Construction,Complete,07/11/2016,10/03/2017,10/03/2017
17,CLARA BARTON HS - K,SCA CIP,"CM, F&E",Complete,07/11/2016,10/03/2017,10/03/2017
17,CLARA BARTON HS - K,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
17,CLARA BARTON HS - K,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
17,CLARA BARTON HS - K,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
17,CLARA BARTON HS - K,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
17,CLARA BARTON HS - K,DIIT - RESOA,Purch & Install,Complete,04/10/2017,01/15/2018,08/29/2017
17,PATHWAYS IN TECHNOLOGY,SCA CIP,Scope,Complete,05/08/2015,12/18/2015,10/05/2015
17,PATHWAYS IN TECHNOLOGY,SCA CIP,Design,Complete,02/17/2017,07/20/2017,07/10/2017
17,PATHWAYS IN TECHNOLOGY,SCA CIP,Construction,PNS,PNS,PNS,PNS
17,PATHWAYS IN TECHNOLOGY,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
17,PATHWAYS IN TECHNOLOGY EARLY C,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
17,PATHWAYS IN TECHNOLOGY EARLY C,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
17,PATHWAYS IN TECHNOLOGY EARLY C,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
17,PATHWAYS IN TECHNOLOGY EARLY C,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
17,P.S. 884 - BROOKLYN,SCA Lease Site Impro,Scope,Complete,10/26/2015,12/28/2015,12/28/2015
17,P.S. 884 - BROOKLYN,SCA Lease Site Impro,Design,Complete,12/29/2015,04/18/2016,06/22/2016
17,P.S. 884 - BROOKLYN,SCA Lease Site Impro,Construction,Complete,12/02/2016,12/01/2017,11/27/2017
17,P.S. 884 - BROOKLYN,SCA Lease Site Impro,"CM, F&E",Complete,12/02/2016,12/01/2017,11/27/2017
17,P.S. 884 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,03/21/2016,DOES,
17,BROWNSVILLE ACADEMY HIGH SCHOO,SCA Furniture & Equi,F&E,PNS,PNS,PNS,PNS
17,ACORN COMMUNITY HS - K,DOE- RESOA,Construction,PNS,PNS,PNS,PNS
18,P.S. 66 - BROOKLYN,SCA CIP,Scope,Complete,05/30/2017,08/28/2017,08/08/2017
18,P.S. 66 - BROOKLYN,SCA CIP,Design,In-Progress,10/04/2017,04/11/2018,
18,P.S. 66 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
18,P.S. 66 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
18,P.S. 66 - BROOKLYN,DIIT - RESOA,Purch & Install,Complete,04/10/2017,01/15/2018,08/01/2017
18,I.S. 68 - BROOKLYN,SCA CIP,Scope,Complete,09/11/2017,01/10/2018,10/20/2017
18,I.S. 68 - BROOKLYN,SCA CIP,Design,In-Progress,10/20/2017,04/19/2018,
18,I.S. 68 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
18,I.S. 68 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
18,I.S. 68 - BROOKLYN,SCA IEH,Construction,Complete,08/14/2017,IEH,08/19/2017
18,I.S. 68 - BROOKLYN,DIIT - Project Conne,Purch & Install,In-Progress,06/24/2013,12/31/2013,
18,I.S. 68 - BROOKLYN,DIIT - RESOA,Purch & Install,Complete,05/08/2017,01/15/2018,07/25/2017
18,I.S. 68 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,07/15/2016,DOES,
18,I.S. 68 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,04/03/2017,DOES,
18,P.S. 114,SCA CIP,Scope,Complete,01/20/2011,06/06/2011,01/27/2012
18,P.S. 114,SCA CIP,Design,Complete,03/07/2012,08/06/2012,10/04/2012
18,P.S. 114,SCA CIP,Construction,Complete,02/11/2013,05/06/2014,10/31/2017
18,P.S. 114,SCA CIP,"CM, F&E",Complete,02/11/2013,05/06/2014,10/31/2017
18,P.S. 114 - BROOKLYN,SCA CIP,Scope,Complete,09/19/2017,01/19/2018,10/13/2017
18,P.S. 114 - BROOKLYN,SCA CIP,Design,In-Progress,10/13/2017,04/12/2018,
18,P.S. 114 - BROOKLYN,SCA CIP,Construction,PNS,PNS,PNS,PNS
18,P.S. 114 - BROOKLYN,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
18,P.S. 114 - BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
18,P.S. 114 - BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
18,P.S. 114 - BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
18,P.S. 114 - BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
18,P.S. 114 RYDER ELEMENTARY,DIIT - RESOA,Purch & Install,In-Progress,11/17/2017,12/17/2017,
18,P.S. 114 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,05/05/2016,DOES,
18,P.S. 115 - BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
18,P.S. 115 - BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
18,P.S. 115 - BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
18,P.S. 115 - BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
18,P.S. 115 - BROOKLYN,DIIT - RESOA,Purch & Install,Complete,06/21/2017,07/21/2017,10/20/2017
18,P.S. 115 - BROOKLYN,DOE- RESOA,Construction,In-Progress,11/19/2016,DOER,
18,P.S. 115 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,08/30/2017,DOES,
18,P.S. 135 - BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
18,P.S. 135 - BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
18,P.S. 135 - BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
18,P.S. 135 - BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
18,P.S. 135 - BROOKLYN,SCA IEH,Construction,Complete,09/14/2017,IEH,09/16/2017
18,P.S. 208 - BROOKLYN,SCA CIP,Scope,Complete,11/22/2013,04/11/2014,03/21/2014
18,P.S. 208 - BROOKLYN,SCA CIP,Design,Complete,05/02/2014,10/02/2014,09/15/2014
18,P.S. 208 - BROOKLYN,SCA CIP,Construction,Complete,11/16/2015,02/07/2017,11/29/2017
18,P.S. 208 - BROOKLYN,SCA CIP,"CM, F&E",Complete,11/16/2015,02/07/2017,11/29/2017
18,P.S. 208 - BROOKLYN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
18,P.S. 208 - BROOKLYN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
18,P.S. 208 - BROOKLYN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
18,P.S. 208 - BROOKLYN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
18,Q000 - QUEENS,SCA CIP RESOA,Scope,Complete,06/12/2017,08/11/2017,07/26/2017
18,Q000 - QUEENS,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
18,Q000 - QUEENS,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
18,Q000 - QUEENS,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
18,P.S. 208 - BROOKLYN,SCA Furniture & Equi,F&E,Complete,01/25/2017,F&E,08/31/2017
18,P.S. 208 - BROOKLYN,DOE - Lead Paint,Construction,Complete,01/04/2017,DOEL,04/11/2017
18,I.S. 211 - BROOKLYN,SCA CIP,Scope,Complete,02/10/2014,07/11/2014,04/22/2014
18,I.S. 211 - BROOKLYN,SCA CIP,Design,Complete,04/23/2014,09/23/2014,11/19/2014
18,I.S. 211 - BROOKLYN,SCA CIP,Construction,Complete,03/30/2015,01/17/2017,07/29/2017
18,I.S. 211 - BROOKLYN,SCA CIP,"CM, F&E",Complete,03/30/2015,01/17/2017,07/29/2017
18,I.S. 211 - BROOKLYN,SCA IEH,Construction,Complete,04/24/2017,IEH,07/02/2017
18,I.S. 211 - BROOKLYN,SCA IEH,Construction,Complete,08/14/2017,IEH,08/19/2017
18,I.S. 211 - BROOKLYN,DIIT - Project Conne,Purch & Install,In-Progress,06/24/2013,12/31/2013,
18,I.S. 211 - BROOKLYN,DIIT - RESOA,Purch & Install,Complete,05/08/2017,01/15/2018,08/07/2017
18,I.S. 211 - BROOKLYN,DOE - Skilled Trades,Construction,In-Progress,07/29/2016,DOES,
18,I.S. 211 - BROOKLYN,DOE- RESOA,Construction,Complete,08/26/2016,07/19/2017,07/19/2017
18,I.S. 211 - BROOKLYN,DOE- RESOA,Construction,In-Progress,07/17/2017,DOER,
18,P.S. 219 - BROOKLYN,SCA CIP,Scope,Complete,07/31/2015,12/17/2015,12/10/2015
18,P.S. 219 - BROOKLYN,SCA CIP,Design,Complete,06/29/2016,12/01/2016,02/28/2017
18,P.S. 219 - BROOKLYN,SCA CIP,Construction,In-Progress,10/30/2017,08/10/2019,
18,P.S. 219 - BROOKLYN,SCA CIP,"CM, F&E",In-Progress,10/30/2017,08/10/2019,
18,P.S. 219 - BROOKLYN,SCA IEH,Construction,In-Progress,10/05/2017,IEH,
18,P.S. 219 - BROOKLYN,DIIT - Project Conne,Purch & Install,In-Progress,06/24/2013,12/31/2013,
18,P.S. 219 - BROOKLYN,DOE - Lead Paint,Construction,Complete,01/05/2017,DOEL,04/11/2017
18,MIDDLE SCHOOL OF MKTG - K,SCA CIP,Scope,In-Progress,12/18/2017,05/04/2018,
18,MIDDLE SCHOOL OF MKTG - K,SCA CIP,Design,PNS,PNS,PNS,PNS
18,MIDDLE SCHOOL OF MKTG - K,SCA CIP,Construction,PNS,PNS,PNS,PNS
18,MIDDLE SCHOOL OF MKTG - K,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
18,EAST FLATBUSH COMMUNITY RESCH,SCA CIP RESOA,Scope,In-Progress,12/15/2017,04/19/2018,
18,EAST FLATBUSH COMMUNITY RESCH,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
18,EAST FLATBUSH COMMUNITY RESCH,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
18,EAST FLATBUSH COMMUNITY RESCH,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
18,MIDDLE SCHOOL OF MKTG - K,SCA IEH,Construction,Complete,05/31/2017,IEH,07/09/2017
31,P.S. 5 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 5 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 5 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 5 - STATEN ISLAND,DOE- RESOA,Construction,In-Progress,08/07/2017,DOER,
31,P.S. 6 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 6 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 6 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 6 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 6 - STATEN ISLAND,DIIT - RESOA,Purch & Install,Complete,05/22/2017,01/15/2018,07/13/2017
31,P.S. 6 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,01/14/2016,DOES,
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Scope,Complete,01/30/2017,03/31/2017,08/14/2017
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Design,Complete,08/14/2017,01/18/2018,11/30/2017
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,R025 SPED - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,R025 SPED - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,R025 SPED - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,R025 SPED - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Scope,In-Progress,11/13/2017,03/19/2018,
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,R025 SPED - STATEN ISLAND,DIIT - RESOA,Purch & Install,Complete,06/07/2017,07/07/2017,09/25/2017
31,I.S. 7 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,06/02/2017,DOES,
31,I.S. 7 - STATEN ISLAND,Trust For Public Lan,Scope,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,Trust For Public Lan,Design,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,Trust For Public Lan,Construction,PNS,PNS,PNS,PNS
31,I.S. 7 - STATEN ISLAND,Trust For Public Lan,F&E,PNS,PNS,PNS,PNS
31,P.S. 8 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 8 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 8 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 8 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 8 - STATEN ISLAND,DIIT - RESOA,Purch & Install,Complete,06/19/2017,07/19/2017,09/18/2017
31,P.S. 8 - STATEN ISLAND,DOE- RESOA,Construction,Complete,08/16/2017,11/15/2017,11/15/2017
31,P.S. 11 - STATEN ISLAND,SCA CIP,Scope,Complete,06/04/2015,09/18/2015,06/04/2015
31,P.S. 11 - STATEN ISLAND,SCA CIP,Design,Complete,06/04/2015,11/20/2015,08/19/2015
31,P.S. 11 - STATEN ISLAND,SCA CIP,Construction,PNS,PNS,PNS,PNS
31,P.S. 11 - STATEN ISLAND,SCA CIP,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 11 - STATEN ISLAND,DOE- RESOA,Construction,In-Progress,07/18/2016,DOER,
31,P.S. 13 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 13 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 13 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 13 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 078 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 078 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 078 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 078 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 14 - STATEN ISLAND,DOE - Lead Paint,Construction,In-Progress,02/08/2017,DOEL,
31,P.S. 078 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,09/07/2017,DOES,
31,P.S. 16 - STATEN ISLAND,SCA CIP,Scope,Complete,03/23/2017,07/24/2017,05/30/2017
31,P.S. 16 - STATEN ISLAND,SCA CIP,Design,Complete,06/07/2017,11/07/2017,09/18/2017
31,P.S. 16 - STATEN ISLAND,SCA CIP,Construction,In-Progress,11/22/2017,09/17/2018,
31,P.S. 16 - STATEN ISLAND,SCA CIP,"CM, F&E",In-Progress,11/22/2017,09/17/2018,
31,P.S. 16 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 16 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 16 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 16 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,FORT HILL COLLABORATIVE ELEMEN,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,FORT HILL COLLABORATIVE ELEMEN,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,FORT HILL COLLABORATIVE ELEMEN,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,FORT HILL COLLABORATIVE ELEMEN,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 16 - STATEN ISLAND,SCA IEH,Construction,In-Progress,11/06/2017,IEH,
31,FORT HILL COLLABORATIVE ELEMEN,SCA Furniture & Equi,F&E,Complete,01/19/2017,F&E,08/24/2017
31,P.S. 16 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,09/07/2017,DOES,
31,P.S. 18 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 18 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 18 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 18 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 18 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,09/19/2016,DOES,
31,P.S. 19 - STATEN ISLAND,SCA CIP,Scope,Complete,06/11/2012,10/25/2012,11/16/2012
31,P.S. 19 - STATEN ISLAND,SCA CIP,Design,Complete,11/30/2012,05/03/2013,04/23/2013
31,P.S. 19 - STATEN ISLAND,SCA CIP,Construction,Complete,07/13/2015,11/13/2016,11/01/2017
31,P.S. 19 - STATEN ISLAND,SCA CIP,"CM, F&E",Complete,07/13/2015,11/13/2016,11/01/2017
31,P.S. 19 - STATEN ISLAND,SCA IEH,Construction,In-Progress,12/08/2017,IEH,
31,P.S. 19 - STATEN ISLAND,DOE - Lead Paint,Construction,In-Progress,01/31/2017,DOEL,
31,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,Scope,Complete,08/29/2016,12/29/2016,12/21/2016
31,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,Design,Complete,12/21/2016,06/21/2017,12/30/2016
31,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,Construction,In-Progress,07/24/2017,03/20/2018,
31,P.S. 20 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",In-Progress,07/24/2017,03/20/2018,
31,P.S. 20 - STATEN ISLAND,SCA IEH,Construction,Complete,03/31/2017,IEH,08/04/2017
31,P.S. 21 - STATEN ISLAND,SCA CIP RESOA,Scope,In-Progress,12/21/2017,04/24/2019,
31,P.S. 21 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 21 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 21 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 21 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,08/06/2015,DOES,
31,P.S. 21 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,01/27/2016,DOES,
31,P.S. 22 - STATEN ISLAND,SCA CIP RESOA,Scope,PNS,PNS,PNS,PNS
31,P.S. 22 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 22 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 22 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 22 - STATEN ISLAND,SCA IEH,Construction,In-Progress,03/08/2016,IEH,
31,P.S. 22 - STATEN ISLAND,DOE - Skilled Trades,Construction,In-Progress,09/07/2017,DOES,
31,P.S. 23 - STATEN ISLAND,SCA CIP RESOA,Scope,Complete,06/15/2017,08/15/2017,08/01/2017
31,P.S. 23 - STATEN ISLAND,SCA CIP RESOA,Design,PNS,PNS,PNS,PNS
31,P.S. 23 - STATEN ISLAND,SCA CIP RESOA,Construction,PNS,PNS,PNS,PNS
31,P.S. 23 - STATEN ISLAND,SCA CIP RESOA,"CM, F&E",PNS,PNS,PNS,PNS
31,P.S. 23 - STATEN ISLAND,DIIT - PBX Telephone,Purch & Install,Complete,07/01/2017,06/30/2018,07/19/2017
